"","N","P"
"114",0.47758621248109,22.6714403265613
"115",0.464827781806774,21.5486958775503
"116",0.457629013112224,20.4812775161784
"117",0.455426547564606,19.4665864671865
"118",0.457855854401341,18.5021227440948
"119",0.464713973109249,17.5854879121073
"120",0.475934548164099,16.7143857384586
"121",0.491571921554181,15.8866214051599
"122",0.511792135753635,15.1000997519131
"123",0.536869439883116,14.3528228766195
"124",0.567187408074617,13.6428873247671
"125",0.603244150685653,12.9684810324291
"126",0.645661377561877,12.3278801411337
"127",0.695197292330831,11.7194457701514
"128",0.752763481126724,11.1416208086109
"129",0.819446124699231,10.5929267734456
"130",0.896532021701849,10.071960767567
"131",0.985540072547733,9.57739256453814
"132",1.08825904542855,9.10796184047411
"133",1.20679263593112,8.66247557030872
"134",1.34361304584553,8.23980560352046
"135",1.50162455197342,7.83888643364856
"136",1.68423881907912,7.45871317629503
"137",1.89546404017602,7.09833977175217
"138",2.14001037038815,6.75687743094687
"139",2.4234145667291,6.4334933471732
"140",2.75218726514997,6.12740970130703
"141",3.13398692869703,5.83790299518997
"142",3.57782519765717,5.5643037571084
"143",4.0943091752926,5.30599667544258
"144",4.69592710162775,5.06242123254279
"145",5.39738491129576,4.8330729319814
"146",6.21600234437223,4.6175052403006
"147",7.17217857925808,4.41533240168443
"148",8.28993877039305,4.22623333407187
"149",9.59757436878316,4.04995688293713
"150",11.1283916187962,3.88632880116463
"151",12.9215840539678,3.73526094996516
"152",15.0232459814766,3.59676339079538
"153",17.487544566201,3.4709602824127
"154",20.3780677531792,3.35811084091827
"155",23.7693632014258,3.25863710911128
"156",27.7486785518299,3.17316098264382
"157",32.41790402119,3.10255395761223
"158",37.8957018612436,3.04800455615005
"159",44.3197795141766,3.01111060027412
"160",51.8492178380424,2.99400682815737
"161",60.6666922832337,2.99954339899121
"162",70.9803069761124,3.03153860541846
"163",83.0245729631095,3.09514121597007
"164",97.059759778567,3.197356932888
"165",113.368364775956,3.34782378207605
"166",132.246664653827,3.55996990070427
"167",153.988056128231,3.85276555130521
"168",178.852868574244,4.25340715170325
"169",207.01610158613,4.80147086441442
"170",238.479504101051,5.55537910142415
"171",272.926964389251,6.60245419955392
"172",309.492479445068,8.07431927177954
"173",346.401564421541,10.1695443994447
"174",380.454416411629,13.1838132688944
"175",406.386899860984,17.5404625887468
"176",416.382137697497,23.7916536728779
"177",400.594369080282,32.5084906049054
"178",350.486060060095,43.9057843582845
"179",266.699618336281,57.0988605139535
"180",167.757098938458,69.4721617947638
"181",84.764035529422,77.6530020246983
"182",35.8950244094283,80.3525337460512
"183",14.2314676895748,79.2191632189226
"184",5.80371161003725,76.3856100197217
"185",2.53125341493234,73.0096495704469
"186",1.18944484993674,69.5439730167227
"187",0.600146614435281,66.1494930864355
"188",0.323181994097995,62.8817178264361
"189",0.184596003323043,59.7579541740738
"190",0.111204408914696,56.7810875448774
"191",0.0703022179180182,53.9483474749115
"192",0.0464357766966399,51.2547227896464
"193",0.0319224034148859,48.6943667030262
"194",0.0227624719185992,46.2612028090928
"195",0.016784773003693,43.949195687968
"196",0.0127649548712574,41.752473580843
"197",0.00998826143528057,39.6653828702418
"198",0.00802403158195194,37.6825099149438
"199",0.00660518140189506,35.7986867848462
"200",0.00556164948063875,34.0089889024241
"201",0.00478251862210434,32.3087286033783
"202",0.00419385138450349,30.6934466903056
"203",0.00374538412243096,29.1589030795442
"204",0.00340234802070087,27.7010671368596
"205",0.00314033091539708,26.3161080286876
"206",0.00294198422232233,25.0003852685408
"207",0.00279487367666653,23.7504395558528
"208",0.00269005362876071,22.5629839575385
"209",0.00262110798580639,21.4348954552984
"210",0.00258349782643959,20.3632068657092
"211",0.00257411438495851,19.3450991307244
"212",0.00259097228244175,18.3778939706861
"213",0.00263300060005309,17.4590468887657
"214",0.00269990391071896,16.5861405140083
"215",0.0027920748364877,15.7568782692936
"216",0.0029105459706123,14.9690783502122
"217",0.00305697325797486,14.2206680008923
"218",0.00323364589167716,13.5096780730494
"219",0.00344351992002462,12.834237854912
"220",0.00369027436691231,12.1925701571201
"221",0.00397838994911877,11.5829866431932
"222",0.00431325156252196,11.0038833926712
"223",0.00470127670265387,10.4537366855549
"224",0.00515007295582987,9.93109899718585
"225",0.00566862870332508,9.43459519321092
"226",0.00626754227282522,8.9629189147675
"227",0.00695929599552816,8.51482914450231
"228",0.00775858303095438,8.08914694449356
"229",0.00868269645496081,7.6847523575871
"230",0.00975199202542824,7.3005814640798
"231",0.0109904383083269,6.93562358608803
"232",0.0124262705384655,6.58891863232678
"233",0.0140927677913464,6.25955457639592
"234",0.0160291768583916,5.94666506202525
"235",0.0182818107701017,5.64942712906998
"236",0.0209053553467906,5.36705905437422
"237",0.0239644236491597,5.0988183019322
"238",0.0275354059600158,4.84399957707749
"239",0.0317086722037692,4.60193297971844
"240",0.036591194800947,4.37198225191688
"241",0.0423096732186746,4.15354311537528
"242",0.0490142573432975,3.94604169465843
"243",0.0568829857808633,3.74893302222861
"244",0.0661270778990676,3.56169962162098
"245",0.076997245595561,3.38385016532826
"246",0.0897912232922896,3.21491820420409
"247",0.104862753567346,3.05446096543223
"248",0.122632312405823,2.90205821634811
"249",0.143599913788917,2.75731119164051
"250",0.168360400052613,2.6198415817079
"251",0.197621704295427,2.48929058019927
"252",0.232226666685057,2.36531798903626
"253",0.273179100899628,2.24760137949669
"254",0.321674943839237,2.13583530824588
"255",0.379139485578786,2.02973058753642
"256",0.447271872586322,1.92901360917042
"257",0.528098311811405,1.83342572224112
"258",0.624035683886214,1.74272266515781
"259",0.737967609361699,1.65667405303009
"260",0.873335413329978,1.575062922169
"261",1.03424691371444,1.4976853342887
"262",1.22560653211029,1.42435004400897
"263",1.45327091135286,1.35487823452647
"264",1.72423504235681,1.28910332792681
"265",2.04685487951587,1.2268708786617
"266",2.4311135889738,1.16803856137314
"267",2.88893996257857,1.11247626772348
"268",3.43458918362181,1.06006633148455
"269",4.08509809678579,1.01070390726636
"270",4.86082947006307,0.964297536511033
"271",5.78612250524186,0.920769945568863
"272",6.89007012924817,0.880059135994627
"273",8.20744746344892,0.842119848359784
"274",9.7798204120053,0.806925510355135
"275",11.656868628635,0.774470821414517
"276",13.8979633081426,0.744775184965732
"277",16.5740473878364,0.717887283910914
"278",19.769873886777,0.693891217578033
"279",23.5866672455058,0.672914798561791
"280",28.1452825202245,0.655140876071955
"281",33.5899477737934,0.64082295731595
"282",40.0926852318672,0.630307019118643
"283",47.858515269071,0.624062369079671
"284",57.1315513386907,0.622725949045139
"285",68.2020886111508,0.62716695112069
"286",81.4147653736378,0.638582699538974
"287",97.177817841819,0.658643625216655
"288",115.973325907843,0.689716994189802
"289",138.368103351898,0.735219918231663
"290",165.024414165955,0.800189907952333
"291",196.708788291333,0.89223128333606
"292",234.295448603393,1.02312945378991
"293",278.757392580521,1.21168755545547
"294",331.131202460815,1.48887004126373
"295",392.427329682262,1.90743786627208
"296",463.427488134755,2.56059672135447
"297",544.246476694672,3.61921779199013
"298",633.398306716793,5.40800343407192
"299",725.823765881554,8.56302348022809
"300",808.836059560352,14.350118255968
"301",854.5343404286,25.2395054475518
"302",809.760967110642,45.545554315542
"303",602.903039431334,80.1492887099085
"304",240.261149602967,124.464074045877
"305",-10.7254356217506,148.144751858114
